Task 120 ⇒ Z(H)=-4.000  Z(p)=4.000
[restart] seed=120  targets: Z(H)=-4.000, Z(p)=4.000
[restart] seed=121  targets: Z(H)=-4.000, Z(p)=4.000
[restart] seed=122  targets: Z(H)=-4.000, Z(p)=4.000
[restart] seed=124  targets: Z(H)=-4.000, Z(p)=4.000
[restart] seed=123  targets: Z(H)=-4.000, Z(p)=4.000
[restart] seed=125  targets: Z(H)=-4.000, Z(p)=4.000
[restart] seed=126  targets: Z(H)=-4.000, Z(p)=4.000
[restart] seed=127  targets: Z(H)=-4.000, Z(p)=4.000
[1/12] epochs complete | best_cost=0.00616012 | epoch_cost=0.00616012 | elapsed=13.6s
[1/12] epochs complete | best_cost=0.00616026 | epoch_cost=0.00616026 | elapsed=13.6s
[1/12] epochs complete | best_cost=0.00616005 | epoch_cost=0.00616005 | elapsed=13.6s
[1/12] epochs complete | best_cost=0.0061601 | epoch_cost=0.0061601 | elapsed=13.6s
[1/12] epochs complete | best_cost=0.00616004 | epoch_cost=0.00616004 | elapsed=13.7s
[1/12] epochs complete | best_cost=0.00616004 | epoch_cost=0.00616004 | elapsed=13.7s
[1/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=13.7s
[1/12] epochs complete | best_cost=0.00616051 | epoch_cost=0.00616051 | elapsed=13.7s
[2/12] epochs complete | best_cost=0.00616012 | epoch_cost=0.00616012 | elapsed=27.2s
[2/12] epochs complete | best_cost=0.00616008 | epoch_cost=0.00616008 | elapsed=27.2s
[2/12] epochs complete | best_cost=0.00616005 | epoch_cost=0.00616005 | elapsed=27.2s
[2/12] epochs complete | best_cost=0.0061601 | epoch_cost=0.0061601 | elapsed=27.2s
[2/12] epochs complete | best_cost=0.00616004 | epoch_cost=0.00616004 | elapsed=27.3s
[2/12] epochs complete | best_cost=0.00616004 | epoch_cost=0.00616004 | elapsed=27.3s
[2/12] epochs complete | best_cost=0.00616051 | epoch_cost=0.00616051 | elapsed=27.3s
[2/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=27.3s
[3/12] epochs complete | best_cost=0.00616012 | epoch_cost=0.00616012 | elapsed=40.8s
[3/12] epochs complete | best_cost=0.00616008 | epoch_cost=0.00616008 | elapsed=40.8s
[3/12] epochs complete | best_cost=0.00616007 | epoch_cost=0.00616007 | elapsed=40.8s
[3/12] epochs complete | best_cost=0.00616005 | epoch_cost=0.00616005 | elapsed=40.8s
[3/12] epochs complete | best_cost=0.00616004 | epoch_cost=0.00616004 | elapsed=40.9s
[3/12] epochs complete | best_cost=0.00616004 | epoch_cost=0.00616004 | elapsed=40.9s
[3/12] epochs complete | best_cost=0.00616051 | epoch_cost=0.00616051 | elapsed=41.0s
[3/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=41.0s
[4/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=54.3s
[4/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=54.4s
[4/12] epochs complete | best_cost=0.00616007 | epoch_cost=0.00616007 | elapsed=54.4s
[4/12] epochs complete | best_cost=0.00616005 | epoch_cost=0.00616005 | elapsed=54.4s
[4/12] epochs complete | best_cost=0.00616004 | epoch_cost=0.00616004 | elapsed=54.5s
[4/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=54.6s
[4/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=54.6s
[4/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=54.7s
[5/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=68.0s
[5/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=67.9s
[5/12] epochs complete | best_cost=0.00616005 | epoch_cost=0.00616005 | elapsed=68.0s
[5/12] epochs complete | best_cost=0.00616005 | epoch_cost=0.00616005 | elapsed=68.0s
[5/12] epochs complete | best_cost=0.00616004 | epoch_cost=0.00616004 | elapsed=68.2s
[5/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=68.2s
[5/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=68.3s
[5/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=68.3s
[6/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=81.6s
[6/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=81.6s
[6/12] epochs complete | best_cost=0.00616005 | epoch_cost=0.00616005 | elapsed=81.6s
[6/12] epochs complete | best_cost=0.00616005 | epoch_cost=0.00616005 | elapsed=81.6s
[6/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=81.8s
[6/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=81.8s
[6/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=82.0s
[6/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=82.0s
[7/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=95.2s
[7/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=95.2s
[7/12] epochs complete | best_cost=0.00616005 | epoch_cost=0.00616005 | elapsed=95.2s
[7/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=95.3s
[7/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=95.4s
[7/12] epochs complete | best_cost=0.00616003 | epoch_cost=0.00616003 | elapsed=95.5s
