Task 115 ⇒ Z(H)=-4.000  Z(p)=-1.000
[restart] seed=115  targets: Z(H)=-4.000, Z(p)=-1.000
[restart] seed=116  targets: Z(H)=-4.000, Z(p)=-1.000
[restart] seed=117  targets: Z(H)=-4.000, Z(p)=-1.000
[restart] seed=118  targets: Z(H)=-4.000, Z(p)=-1.000
[restart] seed=119  targets: Z(H)=-4.000, Z(p)=-1.000
[restart] seed=120  targets: Z(H)=-4.000, Z(p)=-1.000
[restart] seed=121  targets: Z(H)=-4.000, Z(p)=-1.000
[restart] seed=122  targets: Z(H)=-4.000, Z(p)=-1.000
[1/12] epochs complete | best_cost=0.0155544 | epoch_cost=0.0155544 | elapsed=13.3s
[1/12] epochs complete | best_cost=0.0129448 | epoch_cost=0.0129448 | elapsed=13.3s
[1/12] epochs complete | best_cost=0.0129147 | epoch_cost=0.0129147 | elapsed=13.4s
[1/12] epochs complete | best_cost=0.012914 | epoch_cost=0.012914 | elapsed=13.4s
[1/12] epochs complete | best_cost=0.0129442 | epoch_cost=0.0129442 | elapsed=13.4s
[1/12] epochs complete | best_cost=0.0129037 | epoch_cost=0.0129037 | elapsed=13.4s
[1/12] epochs complete | best_cost=0.0129442 | epoch_cost=0.0129442 | elapsed=13.4s
[1/12] epochs complete | best_cost=0.0134031 | epoch_cost=0.0134031 | elapsed=13.4s
[2/12] epochs complete | best_cost=0.0129037 | epoch_cost=0.0129037 | elapsed=26.5s
[2/12] epochs complete | best_cost=0.0129147 | epoch_cost=0.0129147 | elapsed=26.6s
[2/12] epochs complete | best_cost=0.0129147 | epoch_cost=0.0129147 | elapsed=26.7s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=26.7s
[2/12] epochs complete | best_cost=0.0129442 | epoch_cost=0.0129442 | elapsed=26.7s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=26.7s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=26.8s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=26.8s
[3/12] epochs complete | best_cost=0.0129037 | epoch_cost=0.0129037 | elapsed=39.8s
[3/12] epochs complete | best_cost=0.0129147 | epoch_cost=0.0129147 | elapsed=40.0s
[3/12] epochs complete | best_cost=0.0129147 | epoch_cost=0.0129147 | elapsed=40.0s
[3/12] epochs complete | best_cost=0.0129442 | epoch_cost=0.0129442 | elapsed=40.1s
[3/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=40.1s
[3/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=40.1s
