Task 98 ⇒ Z(H)=-5.000  Z(p)=-4.000
[restart] seed=98  targets: Z(H)=-5.000, Z(p)=-4.000
[restart] seed=99  targets: Z(H)=-5.000, Z(p)=-4.000
[restart] seed=100  targets: Z(H)=-5.000, Z(p)=-4.000
[restart] seed=101  targets: Z(H)=-5.000, Z(p)=-4.000
[restart] seed=102  targets: Z(H)=-5.000, Z(p)=-4.000
[restart] seed=103  targets: Z(H)=-5.000, Z(p)=-4.000
[restart] seed=104  targets: Z(H)=-5.000, Z(p)=-4.000
[restart] seed=105  targets: Z(H)=-5.000, Z(p)=-4.000
[1/12] epochs complete | best_cost=2.79425 | epoch_cost=2.79425 | elapsed=13.2s
[1/12] epochs complete | best_cost=3.0474 | epoch_cost=3.0474 | elapsed=13.2s
[1/12] epochs complete | best_cost=2.80383 | epoch_cost=2.80383 | elapsed=13.2s
[1/12] epochs complete | best_cost=3.0474 | epoch_cost=3.0474 | elapsed=13.2s
[1/12] epochs complete | best_cost=2.91343 | epoch_cost=2.91343 | elapsed=13.3s
[1/12] epochs complete | best_cost=3.17211 | epoch_cost=3.17211 | elapsed=13.3s
[1/12] epochs complete | best_cost=3.0474 | epoch_cost=3.0474 | elapsed=13.3s
[1/12] epochs complete | best_cost=3.17211 | epoch_cost=3.17211 | elapsed=13.5s
[2/12] epochs complete | best_cost=3.0474 | epoch_cost=3.0474 | elapsed=26.3s
[2/12] epochs complete | best_cost=2.79425 | epoch_cost=2.79425 | elapsed=26.3s
[2/12] epochs complete | best_cost=2.80383 | epoch_cost=2.80383 | elapsed=26.4s
[2/12] epochs complete | best_cost=2.80383 | epoch_cost=2.80383 | elapsed=26.4s
[2/12] epochs complete | best_cost=2.91343 | epoch_cost=2.91343 | elapsed=26.5s
[2/12] epochs complete | best_cost=3.17211 | epoch_cost=3.17211 | elapsed=26.5s
[2/12] epochs complete | best_cost=3.0474 | epoch_cost=3.0474 | elapsed=26.7s
[2/12] epochs complete | best_cost=3.17211 | epoch_cost=3.17211 | elapsed=27.0s
[3/12] epochs complete | best_cost=2.63276 | epoch_cost=2.63276 | elapsed=39.4s
[3/12] epochs complete | best_cost=2.79425 | epoch_cost=2.79425 | elapsed=39.4s
[3/12] epochs complete | best_cost=2.80383 | epoch_cost=2.80383 | elapsed=39.6s
[3/12] epochs complete | best_cost=2.80383 | epoch_cost=2.80383 | elapsed=39.7s
[3/12] epochs complete | best_cost=2.80383 | epoch_cost=2.80383 | elapsed=39.7s
[3/12] epochs complete | best_cost=2.79425 | epoch_cost=2.79425 | elapsed=39.8s
[3/12] epochs complete | best_cost=3.0474 | epoch_cost=3.0474 | elapsed=40.0s
[3/12] epochs complete | best_cost=2.91343 | epoch_cost=2.91343 | elapsed=40.4s
[4/12] epochs complete | best_cost=2.63276 | epoch_cost=2.63276 | elapsed=52.5s
[4/12] epochs complete | best_cost=2.79425 | epoch_cost=2.79425 | elapsed=52.6s
[4/12] epochs complete | best_cost=2.80383 | epoch_cost=2.80383 | elapsed=52.8s
[4/12] epochs complete | best_cost=2.80383 | epoch_cost=2.80383 | elapsed=52.9s
[4/12] epochs complete | best_cost=2.80383 | epoch_cost=2.80383 | elapsed=52.9s
[4/12] epochs complete | best_cost=2.63276 | epoch_cost=2.63276 | elapsed=52.9s
