Task 23 ⇒ Z(H)=0.000  Z(p)=5.000
[restart] seed=23  targets: Z(H)=0.000, Z(p)=5.000
[restart] seed=24  targets: Z(H)=0.000, Z(p)=5.000
[restart] seed=25  targets: Z(H)=0.000, Z(p)=5.000
[restart] seed=26  targets: Z(H)=0.000, Z(p)=5.000
[restart] seed=27  targets: Z(H)=0.000, Z(p)=5.000
[restart] seed=28  targets: Z(H)=0.000, Z(p)=5.000
[restart] seed=29  targets: Z(H)=0.000, Z(p)=5.000
[restart] seed=30  targets: Z(H)=0.000, Z(p)=5.000
[1/12] epochs complete | best_cost=1.51067 | epoch_cost=1.51067 | elapsed=13.1s
[1/12] epochs complete | best_cost=1.50544 | epoch_cost=1.50544 | elapsed=13.1s
[1/12] epochs complete | best_cost=1.51269 | epoch_cost=1.51269 | elapsed=13.2s
[1/12] epochs complete | best_cost=1.50885 | epoch_cost=1.50885 | elapsed=13.2s
[1/12] epochs complete | best_cost=1.50901 | epoch_cost=1.50901 | elapsed=13.2s
[1/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=13.2s
[1/12] epochs complete | best_cost=1.51269 | epoch_cost=1.51269 | elapsed=13.2s
[1/12] epochs complete | best_cost=1.51252 | epoch_cost=1.51252 | elapsed=13.2s
[2/12] epochs complete | best_cost=1.51067 | epoch_cost=1.51067 | elapsed=26.2s
[2/12] epochs complete | best_cost=1.50544 | epoch_cost=1.50544 | elapsed=26.3s
[2/12] epochs complete | best_cost=1.50885 | epoch_cost=1.50885 | elapsed=26.3s
[2/12] epochs complete | best_cost=1.51067 | epoch_cost=1.51067 | elapsed=26.3s
[2/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=26.3s
[2/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=26.3s
[2/12] epochs complete | best_cost=1.51084 | epoch_cost=1.51084 | elapsed=26.4s
[2/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=26.4s
[3/12] epochs complete | best_cost=1.51067 | epoch_cost=1.51067 | elapsed=39.3s
[3/12] epochs complete | best_cost=1.50544 | epoch_cost=1.50544 | elapsed=39.4s
[3/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=39.4s
[3/12] epochs complete | best_cost=1.50901 | epoch_cost=1.50901 | elapsed=39.4s
[3/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=39.4s
[3/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=39.5s
[3/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=39.5s
[3/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=39.6s
[4/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=52.4s
[4/12] epochs complete | best_cost=1.50544 | epoch_cost=1.50544 | elapsed=52.5s
[4/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=52.6s
[4/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=52.6s
[4/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=52.6s
[4/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=52.6s
[4/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=52.7s
[4/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=52.7s
[5/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=65.5s
[5/12] epochs complete | best_cost=1.50544 | epoch_cost=1.50544 | elapsed=65.6s
[5/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=65.7s
[5/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=65.7s
[5/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=65.7s
[5/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=65.8s
[5/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=65.9s
[5/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=65.9s
[6/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=78.7s
[6/12] epochs complete | best_cost=1.50544 | epoch_cost=1.50544 | elapsed=78.8s
[6/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=78.9s
[6/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=78.9s
[6/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=78.9s
[6/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=78.9s
[6/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=79.0s
[6/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=79.1s
[7/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=91.8s
[7/12] epochs complete | best_cost=1.50544 | epoch_cost=1.50544 | elapsed=92.0s
[7/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=92.0s
[7/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=92.0s
[7/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=92.1s
[7/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=92.1s
[7/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=92.1s
[7/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=92.3s
[8/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=104.9s
[8/12] epochs complete | best_cost=1.50544 | epoch_cost=1.50544 | elapsed=105.1s
[8/12] epochs complete | best_cost=1.50705 | epoch_cost=1.50705 | elapsed=105.2s
[8/12] epochs complete | best_cost=1.50721 | epoch_cost=1.50721 | elapsed=105.2s
