Task 82 ⇒ Z(H)=4.000  Z(p)=8.000
[restart] seed=82  targets: Z(H)=4.000, Z(p)=8.000
[restart] seed=83  targets: Z(H)=4.000, Z(p)=8.000
[restart] seed=84  targets: Z(H)=4.000, Z(p)=8.000
[restart] seed=85  targets: Z(H)=4.000, Z(p)=8.000
[restart] seed=86  targets: Z(H)=4.000, Z(p)=8.000
[restart] seed=88  targets: Z(H)=4.000, Z(p)=8.000
[restart] seed=87  targets: Z(H)=4.000, Z(p)=8.000
[restart] seed=89  targets: Z(H)=4.000, Z(p)=8.000
[1/12] epochs complete | best_cost=19.439 | epoch_cost=19.439 | elapsed=13.0s
[1/12] epochs complete | best_cost=19.4234 | epoch_cost=19.4234 | elapsed=13.1s
[1/12] epochs complete | best_cost=19.4218 | epoch_cost=19.4218 | elapsed=13.1s
[1/12] epochs complete | best_cost=19.439 | epoch_cost=19.439 | elapsed=13.1s
[1/12] epochs complete | best_cost=19.4234 | epoch_cost=19.4234 | elapsed=13.1s
[1/12] epochs complete | best_cost=19.4203 | epoch_cost=19.4203 | elapsed=13.1s
[1/12] epochs complete | best_cost=19.5073 | epoch_cost=19.5073 | elapsed=13.1s
[1/12] epochs complete | best_cost=19.439 | epoch_cost=19.439 | elapsed=13.1s
[2/12] epochs complete | best_cost=19.4047 | epoch_cost=19.4047 | elapsed=25.3s
[2/12] epochs complete | best_cost=19.4234 | epoch_cost=19.4234 | elapsed=25.4s
[2/12] epochs complete | best_cost=19.4234 | epoch_cost=19.4234 | elapsed=25.4s
[2/12] epochs complete | best_cost=19.4234 | epoch_cost=19.4234 | elapsed=25.4s
[2/12] epochs complete | best_cost=19.4218 | epoch_cost=19.4218 | elapsed=25.4s
[2/12] epochs complete | best_cost=19.4062 | epoch_cost=19.4062 | elapsed=25.5s
[2/12] epochs complete | best_cost=19.4047 | epoch_cost=19.4047 | elapsed=25.5s
[2/12] epochs complete | best_cost=19.4734 | epoch_cost=19.4734 | elapsed=25.5s
[3/12] epochs complete | best_cost=19.4047 | epoch_cost=19.4047 | elapsed=38.3s
[3/12] epochs complete | best_cost=19.4234 | epoch_cost=19.4234 | elapsed=38.4s
[3/12] epochs complete | best_cost=19.4047 | epoch_cost=19.4047 | elapsed=38.5s
[3/12] epochs complete | best_cost=19.4234 | epoch_cost=19.4234 | elapsed=38.5s
[3/12] epochs complete | best_cost=19.4218 | epoch_cost=19.4218 | elapsed=38.5s
[3/12] epochs complete | best_cost=19.4062 | epoch_cost=19.4062 | elapsed=38.6s
[3/12] epochs complete | best_cost=19.4047 | epoch_cost=19.4047 | elapsed=38.6s
[3/12] epochs complete | best_cost=19.4734 | epoch_cost=19.4734 | elapsed=38.6s
[4/12] epochs complete | best_cost=19.4047 | epoch_cost=19.4047 | elapsed=51.3s
