Task 31 ⇒ Z(H)=1.000  Z(p)=-1.000
[restart] seed=31  targets: Z(H)=1.000, Z(p)=-1.000
[restart] seed=32  targets: Z(H)=1.000, Z(p)=-1.000
[restart] seed=33  targets: Z(H)=1.000, Z(p)=-1.000
[restart] seed=34  targets: Z(H)=1.000, Z(p)=-1.000
[restart] seed=35  targets: Z(H)=1.000, Z(p)=-1.000
[restart] seed=36  targets: Z(H)=1.000, Z(p)=-1.000
[restart] seed=37  targets: Z(H)=1.000, Z(p)=-1.000
[restart] seed=38  targets: Z(H)=1.000, Z(p)=-1.000
[1/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=12.4s
[1/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=12.4s
[1/12] epochs complete | best_cost=0.0129024 | epoch_cost=0.0129024 | elapsed=12.5s
[1/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=12.5s
[1/12] epochs complete | best_cost=0.0129024 | epoch_cost=0.0129024 | elapsed=12.5s
[1/12] epochs complete | best_cost=0.0129024 | epoch_cost=0.0129024 | elapsed=12.5s
[1/12] epochs complete | best_cost=0.0129024 | epoch_cost=0.0129024 | elapsed=12.9s
[1/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=12.9s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=24.8s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=24.8s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=24.9s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=24.9s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=24.9s
[2/12] epochs complete | best_cost=0.0129024 | epoch_cost=0.0129024 | elapsed=24.9s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=25.9s
[2/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=25.9s
[3/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=37.1s
[3/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=37.3s
[3/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=37.2s
[3/12] epochs complete | best_cost=0.0129024 | epoch_cost=0.0129024 | elapsed=37.3s
[3/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=37.3s
[3/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=37.9s
[3/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=38.3s
[3/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=39.1s
[4/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=49.6s
[4/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=49.8s
[4/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=49.8s
[4/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=49.8s
[4/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=49.9s
[4/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=50.8s
[4/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=51.0s
[4/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=52.2s
[5/12] epochs complete | best_cost=0.0129023 | epoch_cost=0.0129023 | elapsed=62.0s
