Task 85 ⇒ Z(H)=5.000  Z(p)=-3.000
[restart] seed=85  targets: Z(H)=5.000, Z(p)=-3.000
[restart] seed=86  targets: Z(H)=5.000, Z(p)=-3.000
[restart] seed=87  targets: Z(H)=5.000, Z(p)=-3.000
[restart] seed=88  targets: Z(H)=5.000, Z(p)=-3.000
[restart] seed=89  targets: Z(H)=5.000, Z(p)=-3.000
[restart] seed=90  targets: Z(H)=5.000, Z(p)=-3.000
[restart] seed=91  targets: Z(H)=5.000, Z(p)=-3.000
[restart] seed=92  targets: Z(H)=5.000, Z(p)=-3.000
[1/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=12.7s
[1/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=12.7s
[1/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=12.8s
[1/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=12.9s
[2/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=25.1s
[2/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=25.2s
[2/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=25.2s
[2/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=25.2s
[2/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=25.3s
[2/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=25.4s
[2/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=25.7s
[2/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=25.7s
[3/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=37.7s
[3/12] epochs complete | best_cost=0.779178 | epoch_cost=0.779178 | elapsed=37.8s
