Task 71 ⇒ Z(H)=-7.000  Z(p)=-3.000
[restart] seed=71  targets: Z(H)=-7.000, Z(p)=-3.000
[restart] seed=72  targets: Z(H)=-7.000, Z(p)=-3.000
[restart] seed=73  targets: Z(H)=-7.000, Z(p)=-3.000
[restart] seed=74  targets: Z(H)=-7.000, Z(p)=-3.000
[restart] seed=75  targets: Z(H)=-7.000, Z(p)=-3.000
[restart] seed=76  targets: Z(H)=-7.000, Z(p)=-3.000
[restart] seed=77  targets: Z(H)=-7.000, Z(p)=-3.000
[restart] seed=78  targets: Z(H)=-7.000, Z(p)=-3.000
[1/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=12.5s
[1/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=12.6s
[1/12] epochs complete | best_cost=5.96767 | epoch_cost=5.96767 | elapsed=12.6s
[1/12] epochs complete | best_cost=7.3387 | epoch_cost=7.3387 | elapsed=12.6s
[1/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=12.6s
[1/12] epochs complete | best_cost=5.96767 | epoch_cost=5.96767 | elapsed=12.6s
[1/12] epochs complete | best_cost=5.77608 | epoch_cost=5.77608 | elapsed=12.6s
[1/12] epochs complete | best_cost=7.3387 | epoch_cost=7.3387 | elapsed=12.7s
[2/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=25.0s
[2/12] epochs complete | best_cost=5.74471 | epoch_cost=5.74471 | elapsed=25.1s
[2/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=25.1s
[2/12] epochs complete | best_cost=5.96767 | epoch_cost=5.96767 | elapsed=25.1s
[2/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=25.1s
[2/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=25.1s
[2/12] epochs complete | best_cost=5.77608 | epoch_cost=5.77608 | elapsed=25.1s
[2/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=25.3s
[3/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=37.5s
[3/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=37.6s
[3/12] epochs complete | best_cost=5.74471 | epoch_cost=5.74471 | elapsed=37.6s
[3/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=37.6s
[3/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=37.7s
[3/12] epochs complete | best_cost=5.77608 | epoch_cost=5.77608 | elapsed=37.7s
[3/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=37.7s
[3/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=37.9s
[4/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=49.1s
[4/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=49.2s
[4/12] epochs complete | best_cost=5.74471 | epoch_cost=5.74471 | elapsed=49.2s
[4/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=49.3s
[4/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=49.3s
[4/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=49.3s
[4/12] epochs complete | best_cost=5.77608 | epoch_cost=5.77608 | elapsed=49.3s
[4/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=49.5s
[5/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=61.7s
[5/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=61.7s
[5/12] epochs complete | best_cost=5.58119 | epoch_cost=5.58119 | elapsed=61.7s
[5/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=61.8s
[5/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=61.8s
[5/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=61.8s
[5/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=61.8s
[5/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=62.1s
[6/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=74.2s
[6/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=74.3s
[6/12] epochs complete | best_cost=5.58119 | epoch_cost=5.58119 | elapsed=74.3s
[6/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=74.3s
[6/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=74.4s
[6/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=74.4s
[6/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=74.4s
[6/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=74.7s
[7/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=86.7s
[7/12] epochs complete | best_cost=5.56501 | epoch_cost=5.56501 | elapsed=86.8s
[7/12] epochs complete | best_cost=5.34309 | epoch_cost=5.34309 | elapsed=86.8s
[7/12] epochs complete | best_cost=5.49614 | epoch_cost=5.49614 | elapsed=86.8s
[7/12] epochs complete | best_cost=5.78225 | epoch_cost=5.78225 | elapsed=87.0s
