Task 67 ⇒ Z(H)=3.000  Z(p)=7.000
[restart] seed=67  targets: Z(H)=3.000, Z(p)=7.000
[restart] seed=68  targets: Z(H)=3.000, Z(p)=7.000
[restart] seed=69  targets: Z(H)=3.000, Z(p)=7.000
[restart] seed=70  targets: Z(H)=3.000, Z(p)=7.000
[restart] seed=72  targets: Z(H)=3.000, Z(p)=7.000
[restart] seed=71  targets: Z(H)=3.000, Z(p)=7.000
[restart] seed=73  targets: Z(H)=3.000, Z(p)=7.000
[restart] seed=74  targets: Z(H)=3.000, Z(p)=7.000
[1/12] epochs complete | best_cost=11.8264 | epoch_cost=11.8264 | elapsed=12.0s
[1/12] epochs complete | best_cost=11.8394 | epoch_cost=11.8394 | elapsed=12.0s
[1/12] epochs complete | best_cost=11.8979 | epoch_cost=11.8979 | elapsed=12.1s
[1/12] epochs complete | best_cost=11.8394 | epoch_cost=11.8394 | elapsed=12.1s
[1/12] epochs complete | best_cost=11.8264 | epoch_cost=11.8264 | elapsed=12.1s
[1/12] epochs complete | best_cost=11.8633 | epoch_cost=11.8633 | elapsed=12.1s
[1/12] epochs complete | best_cost=11.8275 | epoch_cost=11.8275 | elapsed=12.6s
[1/12] epochs complete | best_cost=11.8394 | epoch_cost=11.8394 | elapsed=12.7s
[2/12] epochs complete | best_cost=11.8264 | epoch_cost=11.8264 | elapsed=23.8s
[2/12] epochs complete | best_cost=11.8394 | epoch_cost=11.8394 | elapsed=23.9s
[2/12] epochs complete | best_cost=11.8383 | epoch_cost=11.8383 | elapsed=23.9s
[2/12] epochs complete | best_cost=11.8372 | epoch_cost=11.8372 | elapsed=23.9s
[2/12] epochs complete | best_cost=11.8264 | epoch_cost=11.8264 | elapsed=24.0s
[2/12] epochs complete | best_cost=11.8503 | epoch_cost=11.8503 | elapsed=24.0s
[2/12] epochs complete | best_cost=11.8275 | epoch_cost=11.8275 | elapsed=25.2s
[2/12] epochs complete | best_cost=11.8264 | epoch_cost=11.8264 | elapsed=25.4s
[3/12] epochs complete | best_cost=11.8264 | epoch_cost=11.8264 | elapsed=35.7s
[3/12] epochs complete | best_cost=11.8394 | epoch_cost=11.8394 | elapsed=35.7s
[3/12] epochs complete | best_cost=11.8264 | epoch_cost=11.8264 | elapsed=35.8s
[3/12] epochs complete | best_cost=11.8372 | epoch_cost=11.8372 | elapsed=35.8s
[3/12] epochs complete | best_cost=11.8264 | epoch_cost=11.8264 | elapsed=35.8s
