Task 43 ⇒ Z(H)=-9.000  Z(p)=-3.000
[restart] seed=43  targets: Z(H)=-9.000, Z(p)=-3.000
[restart] seed=44  targets: Z(H)=-9.000, Z(p)=-3.000
[restart] seed=45  targets: Z(H)=-9.000, Z(p)=-3.000
[restart] seed=46  targets: Z(H)=-9.000, Z(p)=-3.000
[restart] seed=47  targets: Z(H)=-9.000, Z(p)=-3.000
[restart] seed=48  targets: Z(H)=-9.000, Z(p)=-3.000
[restart] seed=49  targets: Z(H)=-9.000, Z(p)=-3.000
[restart] seed=50  targets: Z(H)=-9.000, Z(p)=-3.000
[1/12] epochs complete | best_cost=12.0302 | epoch_cost=12.0302 | elapsed=13.2s
[1/12] epochs complete | best_cost=12.499 | epoch_cost=12.499 | elapsed=13.2s
[1/12] epochs complete | best_cost=12.517 | epoch_cost=12.517 | elapsed=13.2s
[1/12] epochs complete | best_cost=12.517 | epoch_cost=12.517 | elapsed=13.3s
[1/12] epochs complete | best_cost=11.8719 | epoch_cost=11.8719 | elapsed=13.3s
[1/12] epochs complete | best_cost=12.517 | epoch_cost=12.517 | elapsed=13.3s
[1/12] epochs complete | best_cost=12.3531 | epoch_cost=12.3531 | elapsed=13.4s
[1/12] epochs complete | best_cost=12.4947 | epoch_cost=12.4947 | elapsed=13.4s
[2/12] epochs complete | best_cost=12.0302 | epoch_cost=12.0302 | elapsed=26.3s
[2/12] epochs complete | best_cost=12.0302 | epoch_cost=12.0302 | elapsed=26.3s
[2/12] epochs complete | best_cost=12.0302 | epoch_cost=12.0302 | elapsed=26.5s
[2/12] epochs complete | best_cost=12.517 | epoch_cost=12.517 | elapsed=26.6s
[2/12] epochs complete | best_cost=11.8719 | epoch_cost=11.8719 | elapsed=26.6s
[2/12] epochs complete | best_cost=11.8719 | epoch_cost=11.8719 | elapsed=26.6s
[2/12] epochs complete | best_cost=12.4947 | epoch_cost=12.4947 | elapsed=26.7s
[2/12] epochs complete | best_cost=12.3531 | epoch_cost=12.3531 | elapsed=26.7s
[3/12] epochs complete | best_cost=12.0302 | epoch_cost=12.0302 | elapsed=39.4s
[3/12] epochs complete | best_cost=12.0302 | epoch_cost=12.0302 | elapsed=39.5s
[3/12] epochs complete | best_cost=12.0302 | epoch_cost=12.0302 | elapsed=39.7s
[3/12] epochs complete | best_cost=12.0302 | epoch_cost=12.0302 | elapsed=39.9s
[3/12] epochs complete | best_cost=11.8719 | epoch_cost=11.8719 | elapsed=39.9s
