Task 61 ⇒ Z(H)=3.000  Z(p)=1.000
[restart] seed=61  targets: Z(H)=3.000, Z(p)=1.000
[restart] seed=62  targets: Z(H)=3.000, Z(p)=1.000
[restart] seed=63  targets: Z(H)=3.000, Z(p)=1.000
[restart] seed=64  targets: Z(H)=3.000, Z(p)=1.000
[restart] seed=65  targets: Z(H)=3.000, Z(p)=1.000
[restart] seed=66  targets: Z(H)=3.000, Z(p)=1.000
[restart] seed=67  targets: Z(H)=3.000, Z(p)=1.000
[restart] seed=68  targets: Z(H)=3.000, Z(p)=1.000
[1/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=12.4s
[1/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=12.4s
[1/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=12.4s
[1/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=12.4s
[1/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=12.4s
[1/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=12.4s
[1/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=12.5s
[1/12] epochs complete | best_cost=0.121606 | epoch_cost=0.121606 | elapsed=12.5s
[2/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=24.9s
[2/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=24.9s
[2/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=24.9s
[2/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=25.0s
[2/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=25.0s
[2/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=25.0s
[2/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=25.0s
[2/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=25.0s
[3/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=37.3s
[3/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=37.4s
[3/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=37.5s
[3/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=37.5s
[3/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=37.5s
[3/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=37.5s
[3/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=37.5s
[3/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=37.6s
[4/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=49.8s
[4/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=49.9s
[4/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=50.0s
[4/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=50.0s
[4/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=50.0s
[4/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=50.0s
[4/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=50.1s
[4/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=50.2s
[5/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=62.3s
[5/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=62.4s
[5/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=62.5s
[5/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=62.5s
[5/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=62.5s
[5/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=62.6s
[5/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=62.6s
[5/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=62.7s
[6/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=74.9s
[6/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=74.9s
[6/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=75.0s
[6/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=75.1s
[6/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=75.1s
[6/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=75.1s
[6/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=75.1s
[6/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=75.3s
[7/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=87.4s
[7/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=87.4s
[7/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=87.5s
[7/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=87.6s
[7/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=87.6s
[7/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=87.7s
[7/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=87.7s
[7/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=87.9s
[8/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=99.9s
[8/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=99.9s
[8/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=100.1s
[8/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=100.2s
[8/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=100.2s
[8/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=100.3s
[8/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=100.3s
[8/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=100.5s
[9/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=112.5s
[9/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=112.5s
[9/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=112.6s
[9/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=112.7s
[9/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=112.7s
[9/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=112.8s
[9/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=112.9s
[9/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=113.0s
[10/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=124.9s
[10/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=125.0s
[10/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=125.1s
[10/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=125.1s
[10/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=125.3s
[10/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=125.3s
[10/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=125.4s
[10/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=125.6s
[11/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=137.4s
[11/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=137.5s
[11/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=137.5s
[11/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=137.6s
[11/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=137.7s
[11/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=137.8s
[11/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=137.9s
[11/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=138.2s
[12/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=149.9s
[12/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=150.0s
[12/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=150.0s
[12/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=150.1s
[12/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=150.2s
[12/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=150.2s
[12/12] epochs complete | best_cost=0.0791626 | epoch_cost=0.0791626 | elapsed=150.4s
[12/12] epochs complete | best_cost=0.0793486 | epoch_cost=0.0793486 | elapsed=150.7s
[best] seed=68  Z(H)=2.608  Z(p)=0.934  final_cost=0.0791626
