Task 42 ⇒ Z(H)=2.000  Z(p)=-4.000
[restart] seed=42  targets: Z(H)=2.000, Z(p)=-4.000
[restart] seed=43  targets: Z(H)=2.000, Z(p)=-4.000
[restart] seed=44  targets: Z(H)=2.000, Z(p)=-4.000
[restart] seed=45  targets: Z(H)=2.000, Z(p)=-4.000
[restart] seed=46  targets: Z(H)=2.000, Z(p)=-4.000
[restart] seed=47  targets: Z(H)=2.000, Z(p)=-4.000
[restart] seed=48  targets: Z(H)=2.000, Z(p)=-4.000
[restart] seed=49  targets: Z(H)=2.000, Z(p)=-4.000
[1/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=12.6s
[1/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=12.6s
[2/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=25.3s
[2/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=25.3s
[2/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=25.3s
[2/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=25.4s
[2/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=25.4s
[2/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=25.4s
[2/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=25.4s
[2/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=25.4s
[3/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=38.0s
[3/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=38.0s
[3/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=38.1s
[3/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=38.1s
[3/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=38.1s
[3/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=38.2s
[3/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=38.2s
[3/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=38.2s
[4/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=50.7s
[4/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=50.8s
[4/12] epochs complete | best_cost=0.31717 | epoch_cost=0.31717 | elapsed=50.8s
