Task 68 ⇒ Z(H)=3.000  Z(p)=8.000
[restart] seed=68  targets: Z(H)=3.000, Z(p)=8.000
[restart] seed=69  targets: Z(H)=3.000, Z(p)=8.000
[restart] seed=70  targets: Z(H)=3.000, Z(p)=8.000
[restart] seed=71  targets: Z(H)=3.000, Z(p)=8.000
[restart] seed=72  targets: Z(H)=3.000, Z(p)=8.000
[restart] seed=73  targets: Z(H)=3.000, Z(p)=8.000
[restart] seed=74  targets: Z(H)=3.000, Z(p)=8.000
[restart] seed=75  targets: Z(H)=3.000, Z(p)=8.000
[1/12] epochs complete | best_cost=16.659 | epoch_cost=16.659 | elapsed=13.0s
[1/12] epochs complete | best_cost=16.6749 | epoch_cost=16.6749 | elapsed=13.0s
[1/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=13.0s
[1/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=13.0s
[1/12] epochs complete | best_cost=16.659 | epoch_cost=16.659 | elapsed=13.0s
[1/12] epochs complete | best_cost=16.6765 | epoch_cost=16.6765 | elapsed=13.1s
[1/12] epochs complete | best_cost=16.6749 | epoch_cost=16.6749 | elapsed=13.1s
[1/12] epochs complete | best_cost=16.7115 | epoch_cost=16.7115 | elapsed=13.1s
[2/12] epochs complete | best_cost=16.6325 | epoch_cost=16.6325 | elapsed=25.9s
[2/12] epochs complete | best_cost=16.659 | epoch_cost=16.659 | elapsed=26.0s
[2/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=26.0s
[2/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=26.1s
[2/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=26.1s
[2/12] epochs complete | best_cost=16.6765 | epoch_cost=16.6765 | elapsed=26.1s
[2/12] epochs complete | best_cost=16.659 | epoch_cost=16.659 | elapsed=26.1s
[2/12] epochs complete | best_cost=16.6765 | epoch_cost=16.6765 | elapsed=26.2s
[3/12] epochs complete | best_cost=16.6325 | epoch_cost=16.6325 | elapsed=38.9s
[3/12] epochs complete | best_cost=16.659 | epoch_cost=16.659 | elapsed=38.9s
[3/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=39.0s
[3/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=39.1s
[3/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=39.1s
[3/12] epochs complete | best_cost=16.6765 | epoch_cost=16.6765 | elapsed=39.1s
[3/12] epochs complete | best_cost=16.659 | epoch_cost=16.659 | elapsed=39.2s
[3/12] epochs complete | best_cost=16.6765 | epoch_cost=16.6765 | elapsed=39.2s
[4/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=51.9s
[4/12] epochs complete | best_cost=16.659 | epoch_cost=16.659 | elapsed=51.9s
[4/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=52.0s
[4/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=52.1s
[4/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=52.1s
[4/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=52.1s
[4/12] epochs complete | best_cost=16.659 | epoch_cost=16.659 | elapsed=52.2s
[4/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=52.4s
[5/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=64.8s
[5/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=64.9s
[5/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=65.0s
[5/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=65.1s
[5/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=65.1s
[5/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=65.1s
[5/12] epochs complete | best_cost=16.659 | epoch_cost=16.659 | elapsed=65.3s
[5/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=65.4s
[6/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=77.8s
[6/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=77.9s
[6/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=78.1s
[6/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=78.1s
[6/12] epochs complete | best_cost=16.6303 | epoch_cost=16.6303 | elapsed=78.1s
[6/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=78.2s
[6/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=78.4s
[6/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=78.5s
[7/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=90.8s
[7/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=90.9s
[7/12] epochs complete | best_cost=16.6195 | epoch_cost=16.6195 | elapsed=91.0s
[7/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=91.1s
[7/12] epochs complete | best_cost=16.6303 | epoch_cost=16.6303 | elapsed=91.1s
[7/12] epochs complete | best_cost=16.6314 | epoch_cost=16.6314 | elapsed=91.3s
[7/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=91.4s
[7/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=91.6s
[8/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=103.8s
[8/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=103.9s
[8/12] epochs complete | best_cost=16.6195 | epoch_cost=16.6195 | elapsed=104.0s
[8/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=104.1s
[8/12] epochs complete | best_cost=16.6303 | epoch_cost=16.6303 | elapsed=104.2s
[8/12] epochs complete | best_cost=16.6314 | epoch_cost=16.6314 | elapsed=104.4s
[8/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=104.5s
[8/12] epochs complete | best_cost=16.64 | epoch_cost=16.64 | elapsed=104.6s
[9/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=116.8s
[9/12] epochs complete | best_cost=16.6206 | epoch_cost=16.6206 | elapsed=116.9s
[9/12] epochs complete | best_cost=16.6195 | epoch_cost=16.6195 | elapsed=117.0s
[9/12] epochs complete | best_cost=16.6416 | epoch_cost=16.6416 | elapsed=117.1s
[9/12] epochs complete | best_cost=16.6303 | epoch_cost=16.6303 | elapsed=117.2s
