Task 31 ⇒ Z(H)=-10.000  Z(p)=-1.000
[restart] seed=31  targets: Z(H)=-10.000, Z(p)=-1.000
[restart] seed=32  targets: Z(H)=-10.000, Z(p)=-1.000
[restart] seed=33  targets: Z(H)=-10.000, Z(p)=-1.000
[restart] seed=34  targets: Z(H)=-10.000, Z(p)=-1.000
[restart] seed=35  targets: Z(H)=-10.000, Z(p)=-1.000
[restart] seed=36  targets: Z(H)=-10.000, Z(p)=-1.000
[restart] seed=37  targets: Z(H)=-10.000, Z(p)=-1.000
[restart] seed=38  targets: Z(H)=-10.000, Z(p)=-1.000
[1/12] epochs complete | best_cost=10.1305 | epoch_cost=10.1305 | elapsed=13.3s
[1/12] epochs complete | best_cost=10.4827 | epoch_cost=10.4827 | elapsed=13.3s
[1/12] epochs complete | best_cost=10.2453 | epoch_cost=10.2453 | elapsed=13.3s
[1/12] epochs complete | best_cost=10.4827 | epoch_cost=10.4827 | elapsed=13.4s
[1/12] epochs complete | best_cost=10.282 | epoch_cost=10.282 | elapsed=13.4s
[1/12] epochs complete | best_cost=10.5267 | epoch_cost=10.5267 | elapsed=13.5s
[1/12] epochs complete | best_cost=10.4827 | epoch_cost=10.4827 | elapsed=14.2s
[1/12] epochs complete | best_cost=10.4827 | epoch_cost=10.4827 | elapsed=14.3s
[2/12] epochs complete | best_cost=10.282 | epoch_cost=10.282 | elapsed=26.5s
[2/12] epochs complete | best_cost=10.2453 | epoch_cost=10.2453 | elapsed=26.6s
[2/12] epochs complete | best_cost=10.1305 | epoch_cost=10.1305 | elapsed=26.7s
[2/12] epochs complete | best_cost=10.1305 | epoch_cost=10.1305 | elapsed=26.7s
[2/12] epochs complete | best_cost=10.282 | epoch_cost=10.282 | elapsed=26.8s
[2/12] epochs complete | best_cost=10.4827 | epoch_cost=10.4827 | elapsed=27.0s
[2/12] epochs complete | best_cost=10.4827 | epoch_cost=10.4827 | elapsed=27.4s
[2/12] epochs complete | best_cost=10.1305 | epoch_cost=10.1305 | elapsed=27.7s
[3/12] epochs complete | best_cost=10.282 | epoch_cost=10.282 | elapsed=39.8s
[3/12] epochs complete | best_cost=10.2453 | epoch_cost=10.2453 | elapsed=39.9s
[3/12] epochs complete | best_cost=10.1305 | epoch_cost=10.1305 | elapsed=40.0s
[3/12] epochs complete | best_cost=10.1305 | epoch_cost=10.1305 | elapsed=40.1s
[3/12] epochs complete | best_cost=10.282 | epoch_cost=10.282 | elapsed=40.3s
[3/12] epochs complete | best_cost=10.4827 | epoch_cost=10.4827 | elapsed=40.4s
[3/12] epochs complete | best_cost=10.4827 | epoch_cost=10.4827 | elapsed=40.7s
[3/12] epochs complete | best_cost=10.1305 | epoch_cost=10.1305 | elapsed=41.1s
[4/12] epochs complete | best_cost=10.282 | epoch_cost=10.282 | elapsed=53.1s
[4/12] epochs complete | best_cost=10.2453 | epoch_cost=10.2453 | elapsed=53.2s
[4/12] epochs complete | best_cost=10.1305 | epoch_cost=10.1305 | elapsed=53.3s
