Task 4 ⇒ Z(H)=-1.000  Z(p)=0.000
[restart] seed=4  targets: Z(H)=-1.000, Z(p)=0.000
[restart] seed=5  targets: Z(H)=-1.000, Z(p)=0.000
[restart] seed=6  targets: Z(H)=-1.000, Z(p)=0.000
[restart] seed=7  targets: Z(H)=-1.000, Z(p)=0.000
[restart] seed=8  targets: Z(H)=-1.000, Z(p)=0.000
[restart] seed=9  targets: Z(H)=-1.000, Z(p)=0.000
[restart] seed=10  targets: Z(H)=-1.000, Z(p)=0.000
[restart] seed=11  targets: Z(H)=-1.000, Z(p)=0.000
[1/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=12.9s
[1/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=13.0s
[1/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=13.0s
[1/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=13.0s
[1/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=13.0s
[1/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=13.0s
[1/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=13.0s
[1/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=13.1s
[2/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=25.8s
[2/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=25.9s
[2/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=25.9s
[2/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=26.0s
[2/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=26.0s
[2/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=26.0s
[2/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=26.0s
[2/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=26.0s
[3/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=38.7s
[3/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=38.8s
[3/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=38.8s
[3/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=38.9s
[3/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=38.9s
[3/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=39.0s
[3/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=39.0s
[3/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=39.0s
[4/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=51.6s
[4/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=51.7s
[4/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=51.7s
[4/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=51.9s
[4/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=51.9s
[4/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=52.0s
[4/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=52.0s
[4/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=52.0s
[5/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=64.5s
[5/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=64.7s
[5/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=64.7s
[5/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=64.9s
[5/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=64.9s
[5/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=65.0s
[5/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=65.0s
[5/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=65.0s
[6/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=77.5s
[6/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=77.6s
[6/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=77.6s
[6/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=77.8s
[6/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=77.9s
[6/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=78.0s
[6/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=78.0s
[6/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=78.1s
[7/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=90.4s
[7/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=90.6s
[7/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=90.6s
[7/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=90.8s
[7/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=90.9s
[7/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=91.0s
[7/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=91.0s
[7/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=91.1s
[8/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=103.3s
[8/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=103.5s
[8/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=103.5s
[8/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=103.8s
[8/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=103.9s
[8/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=104.0s
[8/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=104.0s
[8/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=104.2s
[9/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=116.2s
[9/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=116.4s
[9/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=116.5s
[9/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=116.8s
[9/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=116.9s
[9/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=117.0s
[9/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=117.0s
[9/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=117.2s
[10/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=129.1s
[10/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=129.4s
[10/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=129.5s
[10/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=129.8s
[10/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=129.8s
[10/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=130.0s
[10/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=130.0s
[10/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=130.2s
[11/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=142.0s
[11/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=142.4s
[11/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=142.4s
[11/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=142.7s
[11/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=142.8s
[11/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=142.9s
[11/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=143.0s
[11/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=143.3s
[12/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=154.9s
[12/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=155.3s
[12/12] epochs complete | best_cost=0.0308305 | epoch_cost=0.0308305 | elapsed=155.4s
[12/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=155.7s
[12/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=155.8s
[12/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=155.9s
[12/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=156.0s
[12/12] epochs complete | best_cost=0.0308304 | epoch_cost=0.0308304 | elapsed=156.2s
[best] seed=7  Z(H)=-1.000  Z(p)=-0.248  final_cost=0.0308304
