Task 4 ⇒ Z(H)=-12.000  Z(p)=0.000
[restart] seed=4  targets: Z(H)=-12.000, Z(p)=0.000
[restart] seed=5  targets: Z(H)=-12.000, Z(p)=0.000
[restart] seed=6  targets: Z(H)=-12.000, Z(p)=0.000
[restart] seed=7  targets: Z(H)=-12.000, Z(p)=0.000
[restart] seed=8  targets: Z(H)=-12.000, Z(p)=0.000
[restart] seed=9  targets: Z(H)=-12.000, Z(p)=0.000
[restart] seed=10  targets: Z(H)=-12.000, Z(p)=0.000
[restart] seed=11  targets: Z(H)=-12.000, Z(p)=0.000
[1/12] epochs complete | best_cost=15.4885 | epoch_cost=15.4885 | elapsed=12.5s
[1/12] epochs complete | best_cost=15.6163 | epoch_cost=15.6163 | elapsed=12.6s
[1/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=12.7s
[1/12] epochs complete | best_cost=15.6163 | epoch_cost=15.6163 | elapsed=12.7s
[1/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=12.7s
[1/12] epochs complete | best_cost=15.6163 | epoch_cost=15.6163 | elapsed=12.7s
[1/12] epochs complete | best_cost=15.6163 | epoch_cost=15.6163 | elapsed=13.3s
[1/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=13.3s
[2/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=25.0s
[2/12] epochs complete | best_cost=15.6163 | epoch_cost=15.6163 | elapsed=25.1s
[2/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=25.3s
[2/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=25.3s
[2/12] epochs complete | best_cost=15.6163 | epoch_cost=15.6163 | elapsed=25.3s
[2/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=25.3s
[2/12] epochs complete | best_cost=15.6163 | epoch_cost=15.6163 | elapsed=26.6s
[2/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=26.7s
[3/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=37.5s
[3/12] epochs complete | best_cost=15.6163 | epoch_cost=15.6163 | elapsed=37.7s
[3/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=37.8s
[3/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=37.9s
[3/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=37.9s
[3/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=37.9s
[3/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=39.9s
[3/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=40.1s
[4/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=49.9s
[4/12] epochs complete | best_cost=15.6163 | epoch_cost=15.6163 | elapsed=50.2s
[4/12] epochs complete | best_cost=15.267 | epoch_cost=15.267 | elapsed=50.4s
[4/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=50.5s
[4/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=50.5s
[4/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=50.6s
[4/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=53.3s
[4/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=53.5s
[5/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=62.4s
[5/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=62.7s
[5/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=63.0s
[5/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=63.1s
[5/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=63.2s
[5/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=63.3s
[5/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=66.6s
[5/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=66.8s
[6/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=74.9s
[6/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=75.3s
[6/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=75.6s
[6/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=75.7s
[6/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=75.8s
[6/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=75.9s
[6/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=80.0s
[6/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=80.2s
[7/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=87.4s
[7/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=87.9s
[7/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=88.3s
[7/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=88.4s
[7/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=88.5s
[7/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=88.6s
[7/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=93.4s
[7/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=93.6s
[8/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=100.0s
[8/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=100.4s
[8/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=100.9s
[8/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=101.0s
[8/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=101.1s
[8/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=101.3s
[8/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=106.7s
[8/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=106.9s
[9/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=112.6s
[9/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=113.2s
[9/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=113.6s
[9/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=113.8s
[9/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=113.9s
[9/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=114.1s
[9/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=120.1s
[9/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=120.3s
[10/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=125.1s
[10/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=125.7s
[10/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=126.2s
[10/12] epochs complete | best_cost=15.4067 | epoch_cost=15.4067 | elapsed=126.4s
[10/12] epochs complete | best_cost=15.257 | epoch_cost=15.257 | elapsed=126.5s
