Task 40 ⇒ Z(H)=1.000  Z(p)=8.000
[restart] seed=40  targets: Z(H)=1.000, Z(p)=8.000
[restart] seed=41  targets: Z(H)=1.000, Z(p)=8.000
[restart] seed=42  targets: Z(H)=1.000, Z(p)=8.000
[restart] seed=43  targets: Z(H)=1.000, Z(p)=8.000
[restart] seed=44  targets: Z(H)=1.000, Z(p)=8.000
[restart] seed=45  targets: Z(H)=1.000, Z(p)=8.000
[restart] seed=46  targets: Z(H)=1.000, Z(p)=8.000
[restart] seed=47  targets: Z(H)=1.000, Z(p)=8.000
[1/12] epochs complete | best_cost=11.3662 | epoch_cost=11.3662 | elapsed=12.3s
[1/12] epochs complete | best_cost=11.3788 | epoch_cost=11.3788 | elapsed=12.4s
[1/12] epochs complete | best_cost=11.3788 | epoch_cost=11.3788 | elapsed=12.4s
[1/12] epochs complete | best_cost=11.3422 | epoch_cost=11.3422 | elapsed=12.4s
[1/12] epochs complete | best_cost=11.3422 | epoch_cost=11.3422 | elapsed=12.4s
[1/12] epochs complete | best_cost=11.3674 | epoch_cost=11.3674 | elapsed=12.4s
[1/12] epochs complete | best_cost=11.3914 | epoch_cost=11.3914 | elapsed=12.4s
[1/12] epochs complete | best_cost=11.3674 | epoch_cost=11.3674 | elapsed=12.4s
[2/12] epochs complete | best_cost=11.3662 | epoch_cost=11.3662 | elapsed=24.8s
[2/12] epochs complete | best_cost=11.3788 | epoch_cost=11.3788 | elapsed=24.8s
[2/12] epochs complete | best_cost=11.3674 | epoch_cost=11.3674 | elapsed=24.9s
[2/12] epochs complete | best_cost=11.3422 | epoch_cost=11.3422 | elapsed=24.9s
[2/12] epochs complete | best_cost=11.3674 | epoch_cost=11.3674 | elapsed=24.9s
[2/12] epochs complete | best_cost=11.3422 | epoch_cost=11.3422 | elapsed=24.9s
[2/12] epochs complete | best_cost=11.3674 | epoch_cost=11.3674 | elapsed=24.9s
[2/12] epochs complete | best_cost=11.3674 | epoch_cost=11.3674 | elapsed=24.9s
[3/12] epochs complete | best_cost=11.3662 | epoch_cost=11.3662 | elapsed=37.1s
[3/12] epochs complete | best_cost=11.3548 | epoch_cost=11.3548 | elapsed=37.2s
[3/12] epochs complete | best_cost=11.3674 | epoch_cost=11.3674 | elapsed=37.2s
[3/12] epochs complete | best_cost=11.3674 | epoch_cost=11.3674 | elapsed=37.2s
[3/12] epochs complete | best_cost=11.3422 | epoch_cost=11.3422 | elapsed=37.3s
[3/12] epochs complete | best_cost=11.3422 | epoch_cost=11.3422 | elapsed=37.3s
[3/12] epochs complete | best_cost=11.3662 | epoch_cost=11.3662 | elapsed=37.3s
[3/12] epochs complete | best_cost=11.3662 | epoch_cost=11.3662 | elapsed=37.3s
[4/12] epochs complete | best_cost=11.3548 | epoch_cost=11.3548 | elapsed=49.2s
[4/12] epochs complete | best_cost=11.3548 | epoch_cost=11.3548 | elapsed=49.2s
[4/12] epochs complete | best_cost=11.3548 | epoch_cost=11.3548 | elapsed=49.3s
[4/12] epochs complete | best_cost=11.3422 | epoch_cost=11.3422 | elapsed=49.3s
[4/12] epochs complete | best_cost=11.3422 | epoch_cost=11.3422 | elapsed=49.3s
[4/12] epochs complete | best_cost=11.3662 | epoch_cost=11.3662 | elapsed=49.4s
[4/12] epochs complete | best_cost=11.3422 | epoch_cost=11.3422 | elapsed=49.4s
[4/12] epochs complete | best_cost=11.3662 | epoch_cost=11.3662 | elapsed=49.4s
[5/12] epochs complete | best_cost=11.3422 | epoch_cost=11.3422 | elapsed=60.7s
[5/12] epochs complete | best_cost=11.3548 | epoch_cost=11.3548 | elapsed=60.8s
[5/12] epochs complete | best_cost=11.3548 | epoch_cost=11.3548 | elapsed=60.8s
