Task 80 ⇒ Z(H)=-7.000  Z(p)=6.000
[restart] seed=80  targets: Z(H)=-7.000, Z(p)=6.000
[restart] seed=81  targets: Z(H)=-7.000, Z(p)=6.000
[restart] seed=82  targets: Z(H)=-7.000, Z(p)=6.000
[restart] seed=83  targets: Z(H)=-7.000, Z(p)=6.000
[restart] seed=84  targets: Z(H)=-7.000, Z(p)=6.000
[restart] seed=85  targets: Z(H)=-7.000, Z(p)=6.000
[restart] seed=86  targets: Z(H)=-7.000, Z(p)=6.000
[restart] seed=87  targets: Z(H)=-7.000, Z(p)=6.000
[1/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=13.4s
[1/12] epochs complete | best_cost=0.0329046 | epoch_cost=0.0329046 | elapsed=13.4s
[1/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=13.5s
[1/12] epochs complete | best_cost=0.0320532 | epoch_cost=0.0320532 | elapsed=13.5s
[1/12] epochs complete | best_cost=0.0320712 | epoch_cost=0.0320712 | elapsed=13.5s
[1/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=13.5s
[1/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=13.5s
[1/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=13.5s
[2/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=26.7s
[2/12] epochs complete | best_cost=0.0320742 | epoch_cost=0.0320742 | elapsed=26.8s
[2/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=26.9s
[2/12] epochs complete | best_cost=0.0320532 | epoch_cost=0.0320532 | elapsed=27.0s
[2/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=27.0s
[2/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=27.0s
[2/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=27.0s
[2/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=27.1s
[3/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=40.1s
[3/12] epochs complete | best_cost=0.0320618 | epoch_cost=0.0320618 | elapsed=40.2s
[3/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=40.4s
[3/12] epochs complete | best_cost=0.0320532 | epoch_cost=0.0320532 | elapsed=40.4s
[3/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=40.5s
[3/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=40.5s
[3/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=40.5s
[3/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=40.6s
[4/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=53.5s
[4/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=53.6s
[4/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=53.8s
[4/12] epochs complete | best_cost=0.0320532 | epoch_cost=0.0320532 | elapsed=53.9s
[4/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=53.9s
[4/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=54.0s
[4/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=54.1s
[4/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=54.1s
[5/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=66.8s
[5/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=67.0s
[5/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=67.3s
[5/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=67.4s
[5/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=67.4s
[5/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=67.5s
[5/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=67.6s
[5/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=67.6s
[6/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=80.2s
[6/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=80.4s
[6/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=80.7s
[6/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=80.9s
[6/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=80.9s
[6/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=81.1s
[6/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=81.1s
[6/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=81.2s
[7/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=93.5s
[7/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=93.8s
[7/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=94.2s
[7/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=94.4s
[7/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=94.4s
[7/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=94.6s
[7/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=94.6s
[7/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=94.7s
[8/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=106.9s
[8/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=107.2s
[8/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=107.6s
[8/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=107.9s
[8/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=108.0s
[8/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=108.1s
[8/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=108.2s
[8/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=108.3s
[9/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=120.2s
[9/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=120.6s
[9/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=121.1s
[9/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=121.4s
[9/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=121.4s
[9/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=121.7s
[9/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=121.7s
[9/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=121.8s
[10/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=133.6s
[10/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=134.0s
[10/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=134.6s
[10/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=134.9s
[10/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=135.0s
[10/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=135.2s
[10/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=135.2s
[10/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=135.3s
[11/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=147.0s
[11/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=147.5s
[11/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=148.1s
[11/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=148.4s
[11/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=148.5s
[11/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=148.7s
[11/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=148.8s
[11/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=148.9s
[12/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=160.2s
[12/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=160.7s
[12/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=161.4s
[12/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=161.8s
[12/12] epochs complete | best_cost=0.032052 | epoch_cost=0.032052 | elapsed=161.9s
[12/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=162.1s
[12/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=162.1s
[12/12] epochs complete | best_cost=0.0320519 | epoch_cost=0.0320519 | elapsed=162.2s
[best] seed=86  Z(H)=-7.000  Z(p)=6.253  final_cost=0.0320519
