-294.344538 -273.175470 -289.055593
-292.673042 -272.458513 -288.223684
-291.001546 -271.741555 -287.391775
-289.330050 -271.024598 -286.559865
-287.658554 -270.307640 -285.727956
-285.987058 -269.590683 -284.896047
-284.315562 -268.873725 -284.064137
-282.644066 -268.156768 -283.232228
-280.972570 -267.439810 -282.400319
-279.301074 -266.722853 -281.568409
-277.629578 -266.005895 -280.736500
-275.958082 -265.288938 -279.904591
-274.286586 -264.571981 -279.072681
-272.615090 -263.855023 -278.240772
-270.943594 -263.138066 -277.408863
-269.272098 -262.421108 -276.576953
-267.600602 -261.704151 -275.745044
-265.929106 -260.987193 -274.913135
-264.257610 -260.270236 -274.081225
-262.586114 -259.553278 -273.249316
-260.914618 -258.836321 -272.417407
-259.243122 -258.119363 -271.585497
-257.571626 -257.402406 -270.753588
-255.900130 -256.685449 -269.921678
-254.228634 -255.968491 -269.089769
-252.557138 -255.251534 -268.257860
-250.885642 -254.534576 -267.425950
-249.214146 -253.817619 -266.594041
-247.542650 -253.100661 -265.762132
-245.871154 -252.383704 -264.930222
-244.199658 -251.666746 -264.098313
-242.528162 -250.949789 -263.266404
-240.856666 -250.232831 -262.434494
-239.185170 -249.515874 -261.602585
-237.513674 -248.798916 -260.770676
-235.842178 -248.081959 -259.938766
-234.170682 -247.365002 -259.106857
-232.499186 -246.648044 -258.274948
-230.827690 -245.931087 -257.443038
-229.156194 -245.214129 -256.611129
-227.484698 -244.497172 -255.779220
-225.813202 -243.780214 -254.947310
-224.141706 -243.063257 -254.115401
-222.470210 -242.346299 -253.283492
-220.798714 -241.629342 -252.451582
-219.127218 -240.912384 -251.619673
-217.455722 -240.195427 -250.787764
-215.784226 -239.478470 -249.955854
-214.112730 -238.761512 -249.123945
-212.441234 -238.044555 -248.292036
-210.769738 -237.327597 -247.460126
-209.098242 -236.610640 -246.628217
-207.426746 -235.893682 -245.796307
-205.755250 -235.176725 -244.964398
-204.083754 -234.459767 -244.132489
-202.412258 -233.742810 -243.300579
-200.740762 -233.025852 -242.468670
-199.069266 -232.308895 -241.636761
-197.397770 -231.591938 -240.804851
-195.726274 -230.874980 -239.972942
-194.054778 -230.158023 -239.141033
-192.383282 -229.441065 -238.309123
-190.711786 -228.724108 -237.477214
-189.040290 -228.007150 -236.645305
-187.368794 -227.290193 -235.813395
-185.697298 -226.573235 -234.981486
